,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,labels,Total Frame Lenght
0,-229.90020395918359,83.09884243772548,-42.4129518521229,54.07235107771843,-27.837757601521652,21.88662754948988,-30.859522609288945,6.043977949339003,-18.28265822756416,-14.82140228669833,-4.549943494634982,-13.994262279404834,-0.8317771898605704,-13.33699917413746,8.326731288722506,-14.410592003749908,-1.9641265544820947,-7.442309338261592,-0.8808312957056904,0.09203749523502007,-3.0511975108791747,8.753108995545826,-2.594702116368828,4.82365585408421,1.9337265055753987,7.795588864819586,4.209314975669043,7.170064160162385,2.0669907894263075,3.0248816352735552,10.396545097518507,5.401274594337181,5.844455178790385,3.1974412608252827,5.879968049446017,0.49887154663938854,1.6893902039900501,-0.9721314281110028,2.025609195023055,2.278362864310843,0.5977118402622617,Happy,53
1,-207.09527602528289,94.42963463202271,-35.21407498736014,61.13583199314137,-16.549568081345907,16.910596867105323,-27.49641465042973,2.5662718908122124,-11.679551523467213,-12.975832883857569,-1.9881183525854664,-12.700783385583323,0.6757484826702964,-6.1522010957314635,6.602559059898199,-9.674649984141354,-0.01390405552051998,-3.646002499989674,0.02356859553400395,-2.5490024419208344,-3.8953194325467995,4.51633193109105,-6.782951519853617,0.8285425450482833,-3.061544918869328,1.208341530486056,-1.3596076679104527,-0.6919050493379889,2.8079312819324573,4.866647499115844,6.377371828452266,6.706474056189197,9.269869712618727,5.630019467511574,6.908279941048682,2.8549738880704756,4.725031703915014,1.1259653776006273,3.3875153607809234,3.6591647802093425,1.9956119717490584,Happy,51
2,-240.21643756166574,87.3303858524158,-17.68528026263184,44.068576371004795,-9.363154890924719,19.755157046846413,-7.944634969095498,8.260100480235044,-2.1303961081740646,1.4410228427493725,5.0485296409283755,0.1561964133283059,9.143696809571273,-4.345400738364633,10.058131435770175,-4.851557066178806,1.7518239346763158,1.848180392905376,-3.845251332077605,0.2927596366323766,-1.6318185275212442,1.571924910195116,-0.5922210572531842,6.71454193267149,5.3096232206987475,7.883298170998429,7.565813805655977,7.310324279990283,5.555726914936178,1.8984086176961912,1.49677612941993,1.853080761432557,2.1945894368510395,-0.03543974380378732,1.606938864791504,-1.0708588600895237,1.650774380373023,0.5238925243554748,-0.833864671340223,-1.067234946944175,-0.4795652160660989,Happy,50
3,-256.9840084006932,111.08170497180399,-20.044098353312602,47.96727538159667,-7.5403704192102605,12.220734027677414,-14.501652938111542,6.3585043727161645,-12.523708825911806,-2.184044510592449,-1.6037641870715413,-4.09534045980719,3.5121301114155794,-6.930095132494161,10.827155435361732,-8.547108266064049,1.6344336096728949,-2.0695650831671557,-5.140037235844393,-5.532045146018343,-3.1244675575399166,0.3737572022789618,-3.2133936355654757,6.289800807749939,-0.04598435993433958,6.487150284654088,2.8843074698967492,7.8443456460057925,11.189072889853731,7.655727786838869,8.844885555243465,7.490729103750635,6.636975887660101,4.426955957267437,6.296387819256784,1.8805464928777906,6.597965100205182,4.3005652723302745,3.612847322582998,3.3435118483055355,1.0934281117127667,Happy,35
4,-270.74721769277403,101.11490037789167,-24.580979932951564,31.692751194429484,-6.472853350959126,14.567613372182208,-15.992490713574961,3.4013087375888005,-6.904475182840509,-3.417929154106488,0.3418489558420371,-6.971223826046349,0.6665693017701079,-3.6844272035361874,9.469876980385843,-12.179370840128872,-2.393611999092077,-0.8558713041079545,-8.556520413569174,-5.872613153685025,-3.6482792898403815,2.0782491597790815,-4.210131481149421,3.504587097734143,1.4949775106652823,2.6145745464607226,2.9912775704818952,4.6268565767520515,7.946552180498461,6.402751665408188,7.74032134241748,6.144123477244657,4.46485088400205,3.4901380932029373,4.706940314943624,3.8634958230285417,5.886641326755125,4.755907036942869,5.6396284672306995,4.643551683311031,2.8413712868447556,Happy,39
5,-246.20966139625563,102.83883201853075,-36.86675384885009,43.71186225114514,-17.268411486127615,13.896529330475513,-19.1884777655359,-2.2828513914656288,-16.197309053655754,-1.3151661660707974,-1.2241904095773135,-9.535643097965488,2.6232535499111553,-5.8940629486321,10.42823650636639,-11.780310829978673,-1.5640993740223312,-0.3964068669103193,0.4498867238621654,-1.3091739620225211,3.9061085157261495,11.625474419397342,6.7229500697822475,18.04458169354982,8.025457649486855,10.547391579377717,3.3668280363625094,3.06836932887861,6.222616090803613,5.734483334511206,4.5321773332423225,0.12236517597182453,3.5749830073952418,0.8514028278686021,3.8962462434347134,1.0192863263848357,1.0570884065324004,-1.2788790107060777,0.6133214266060766,-1.711777760986074,-1.8850065754123109,Happy,67
6,-263.14119571593966,88.83226709238546,-23.78065521631839,39.06638375052145,-11.960664424176198,11.227703182973624,-21.884113617352178,1.0734585150530633,-20.410853677108477,0.6779638114373965,0.5675871506294429,-12.268552675582317,1.0687205006485883,-4.133682452283506,10.844040006761686,-9.249623856770778,6.0223369062100325,3.2243617402863225,0.7497776495956576,0.40388598277749344,-0.9002841777654431,2.9792393262884107,0.9653061365713589,7.915651189915962,1.206813178929272,4.31770863888768,2.065987221467607,4.84173461541748,3.785513612411675,7.004113395586198,4.5060540305627015,3.0508176183881126,5.356193232544729,1.8192222990536069,5.52709520240765,3.16616069805672,9.35088574840539,6.082846280448832,3.7962712994638452,0.3987265365278928,-0.1832717549076138,Happy,43
7,-236.10810197924863,89.61211255484106,-28.383364449309944,62.58217592253901,-10.043448217346054,17.869139371365556,-28.02090530957737,2.087179627682909,-12.820094738624311,-8.424350750036458,-2.9081127314023423,-7.81771546594071,2.812962915606587,-5.520735565859001,7.438645109131271,-15.29336130623094,-0.29520432199377944,-2.764413238552827,-4.739906147544447,-5.1891880382684565,-0.24669786297954074,1.9705619132871963,-3.7188261066407944,6.313389259969279,-0.9468596287349892,5.603428413557373,2.386958246436338,6.749024212199451,4.852188611027431,4.447411230245651,4.403694029505316,7.094802685352319,10.922991997310048,3.769807069257011,7.404122299988823,-1.0885174939405722,2.251125763603791,1.830972569522955,3.2313914044606014,3.638495527857742,2.8031312057711597,Happy,54
8,-240.5839750711316,78.62450386270393,-32.15619833143957,54.700298855919996,-12.427023499130666,5.921065371022411,-26.449939193597167,-3.3173427271392035,-15.368157543694341,-6.5554972990677065,-3.3541028062307228,-7.859962950393264,0.9758150709748749,-2.960586061355938,10.58163621780349,-11.524318189759923,3.8916637136975627,4.142395749291703,2.8375069104386084,4.04068849063035,7.44330070551742,11.618272297379654,8.541142509977494,11.297678313415128,-0.3262649049723415,4.548122451393895,1.3050963140657914,4.332473681220885,2.0352816191546266,1.830263124294749,1.724232169936185,1.3916030371975743,4.053727035813304,-0.8038579370085981,3.533544764829653,-1.4623429402169525,0.7430853712721586,-0.9683217433725908,0.10138480035643238,1.517731026537515,2.783564419310697,Happy,55
9,-257.0699101156425,96.40067708345545,-34.045578812773016,24.765412067800227,-22.39948836456421,5.734516719949352,-16.85881171141152,-0.3408877283267869,-18.377559212501236,-5.607598078547698,-4.332126553299729,-10.920434316405522,2.6045629606157568,-3.2618887171497355,12.239927203713775,-5.603703826605535,14.579801839991221,14.556964335093237,1.9451392537007512,4.025405182726176,2.361104532455504,1.060862161494011,-0.2497485759331116,8.14639646868021,-3.6343472456227355,0.3601495445147498,-0.9234429373947038,0.523489189024183,3.7710387570647788,2.311778858551577,3.2057117659658894,2.19431974498918,5.375303316833015,2.97396637801959,6.385439103627188,2.7565392356226996,2.7673868905125474,1.208263510436081,-0.9705038723920683,-0.6355147434993746,1.415624075966452,Happy,60
